timestamp,ForecastingTime,AirPressure,Temperature,Humidity,WindSpeed100m,WindSpeed10m,WindDirectionZonal,WindDirectionMeridional,power_normed
2021-01-01 01:00:00+00:00,25.0,0.408948486686194,0.40820522459424,0.753480571201287,0.559155617903808,0.484554569356338,0.753677017935393,0.930868869474741,0.317842105263158
2021-01-01 02:00:00+00:00,26.0,0.393370193072777,0.407911745114722,0.734373354926442,0.555500989737174,0.478190026548481,0.744439191626861,0.936175990499617,0.232578947368421
2021-01-01 03:00:00+00:00,27.0,0.377791899459362,0.407618265635202,0.715266138651596,0.55184636157054,0.471825483740625,0.735090387038683,0.941285082432803,0.191842105263158
2021-01-01 04:00:00+00:00,28.0,0.36903072218423,0.408780642225432,0.681606150003774,0.538381891305177,0.454773023823349,0.748371129343882,0.933949069345595,0.273473684210526
2021-01-01 05:00:00+00:00,29.0,0.360269544909098,0.409943018815662,0.647946161355952,0.524917421039813,0.437720563906073,0.761423176308888,0.926213484251053,0.209368421052632
2021-01-01 06:00:00+00:00,30.0,0.351508367633966,0.411105395405892,0.614286172708129,0.51145295077445,0.420668103988798,0.774234509860759,0.918085449926635,0.276
2021-01-01 07:00:00+00:00,31.0,0.351426648258303,0.418328617876528,0.58191292908632,0.521604425961651,0.44095014317255,0.786438614254225,0.909820605512144,0.234789473684211
2021-01-01 08:00:00+00:00,32.0,0.35134492888264,0.425551840347164,0.549539685464511,0.531755901148853,0.461232182356302,0.79839380603486,0.901199630551863,0.327789473684211
2021-01-01 09:00:00+00:00,33.0,0.351263209506974,0.432775062817799,0.517166441842703,0.541907376336055,0.481514221540055,0.810089696247057,0.892230016596557,0.362052631578947
2021-01-01 10:00:00+00:00,34.0,0.351448153357163,0.437602635379776,0.534703812360276,0.539967766154063,0.488313984186016,0.82971495008324,0.875883033602388,0.356368421052632
2021-01-01 11:00:00+00:00,35.0,0.351633097207346,0.442430207941753,0.552241182877848,0.53802815597207,0.495113746831978,0.848479813673195,0.858555184644089,0.300473684210526
2021-01-01 12:00:00+00:00,36.0,0.351818041057535,0.44725778050373,0.569778553395421,0.536088545790078,0.50191350947794,0.86633532015717,0.840291686695696,0.195315789473684
2021-01-01 13:00:00+00:00,37.0,0.354368545782206,0.44366018373794,0.62856578275768,0.516773729015681,0.477241938960328,0.875401510733001,0.830263082264924,0.139263157894737
2021-01-01 14:00:00+00:00,38.0,0.356919050506877,0.44006258697215,0.687353012119939,0.497458912241285,0.452570368442716,0.884193254769969,0.819993030792765,0.153473684210526
2021-01-01 15:00:00+00:00,39.0,0.359469555231545,0.436464990206359,0.746140241482198,0.478144095466888,0.427898797925104,0.892704124846586,0.809489040453845,0.145578947368421
2021-01-01 16:00:00+00:00,40.0,0.369594155774338,0.429995251567972,0.804243177695467,0.46771464531843,0.422266014137413,0.892600510941568,0.809620468722775,0.206684210526316
2021-01-01 17:00:00+00:00,41.0,0.379718756317125,0.423525512929585,0.862346113908734,0.457285195169971,0.416633230349722,0.892496853050809,0.809751862302781,0.194842105263158
2021-01-01 18:00:00+00:00,42.0,0.389843356859912,0.417055774291198,0.920449050122003,0.446855745021513,0.411000446562032,0.892393151185923,0.80988322117914,0.190894736842105
2021-01-01 19:00:00+00:00,43.0,0.404217364937227,0.414792025272211,0.928371856319552,0.435363434040721,0.400722319445328,0.935570811732294,0.745515905955572,0.167368421052632
2021-01-01 20:00:00+00:00,44.0,0.418591373014542,0.412528276253224,0.936294662517102,0.423871123059929,0.390444192328625,0.968281775902741,0.675248880991871,0.217263157894737
2021-01-01 21:00:00+00:00,45.0,0.432965381091857,0.410264527234236,0.944217468714652,0.412378812079137,0.380166065211921,0.989740004498253,0.600770651577319,0.368842105263158
2021-01-01 22:00:00+00:00,46.0,0.4492103327699,0.406670227990689,0.933774580054555,0.396605050863845,0.358137316759307,0.993023824605572,0.583231642299322,0.313894736842105
2021-01-01 23:00:00+00:00,47.0,0.465455284447943,0.403075928747139,0.923331691394457,0.380831289648552,0.336108568306693,0.995679729213386,0.565586629031052,0.265894736842105
2021-01-02 00:00:00+00:00,24.0,0.487751770944891,0.37107017786835,0.925395245239245,0.419120298721984,0.335795635906155,0.995860867716612,0.564202802836924,0.175894736842105
2021-01-02 01:00:00+00:00,25.0,0.495502208573657,0.363147880682456,0.919399098857086,0.421578632359217,0.344836553304041,0.989051621945311,0.604060112486832,0.245684210526316
2021-01-02 02:00:00+00:00,26.0,0.503252646202417,0.355225583496561,0.913402952474927,0.424036965996451,0.353877470701928,0.979044036789455,0.643236880821853,0.211421052631579
2021-01-02 03:00:00+00:00,27.0,0.511003083831176,0.347303286310666,0.907406806092768,0.426495299633684,0.362918388099814,0.965903560664844,0.68147689643996,0.141157894736842
2021-01-02 04:00:00+00:00,28.0,0.520422317131392,0.346787224079827,0.90396485078143,0.44451771699351,0.393361364529762,0.956468856016076,0.704049442528358,0.175105263157895
2021-01-02 05:00:00+00:00,29.0,0.529841550431607,0.346271161848987,0.900522895470092,0.462540134353335,0.423804340959711,0.945941304208428,0.726133466900347,0.247578947368421
2021-01-02 06:00:00+00:00,30.0,0.539260783731823,0.345755099618147,0.897080940158754,0.480562551713161,0.454247317389659,0.934346109601386,0.747676097463785,0.319578947368421
